Record Sequence Number,EQID,YEAR,MODY,HRMN,Station Name,Station Sequence Number,Station ID  No.,Station Type,Station Network,Earthquake Magnitude,Magnitude Type,Mo (dyne.cm),Strike (deg),Dip (deg),Rake Angle (deg),Mechanism,Hypocenter Latitude (deg),Hypocenter Longitude (deg),Hypocenter Depth (km),Finite Rupture Model: 1=Yes;  0=No,Depth to Top Of Fault Rupture Model,Fault Rupture Width (km),Fault Rupture Area (km^2),Fault Name,Slip Rate (mm/Yr),EpiD      (km),HypD           (km),Joyner-Boore Dist. (km),FW/HW Indicator,Source to Site Azimuth (deg),Vs30 (m/s) selected for analysis,Preferred NEHRP Based on Vs30,Surface Geological Unit,Station Latitude,Station Longitude,Depth to Top Judea (km),Depth to Vs=1100,File Name (Horizontal 1),File Name (Horizontal 2),File Name (Vertical),H1 azimth (degrees),H2 azimith (degrees),Type of Recording,Instrument Model,Type of Filter,npass,HP (Hz),LP (Hz),Factor,Lowest Usable Freq - V (Hz),PGA (g),PGV (cm/sec),PGD (cm),f 0.01 Hz,0.012,0.014,0.017,0.021,0.025,0.030,0.036,0.044,0.052,0.063,0.076,0.091,0.110,0.130,0.160,0.190,0.230,0.280,0.330,0.400,0.480,0.580,0.690,0.830,1.00,1.20,1.450,1.740,2.090,2.510,3.020,3.630,4.370,5.250,6.310,7.590,9.120,10.970,13.180,15.850,19.060,22.910,27.540,33.110,39.810,47.860,57.540,69.180,83.180,100.00
1277,,2009,0710,1817,IS_MMA2__BHZ,,,,IS,3.1,,,,,,,34.4643,32.8251,,,,,,,,288.284828,,,,,,,,33.01249,35.40572,,,,,,,,,,,,0.28759319594357236,15.610773157806022,,,0.0046205298299885674,1.2335818991607781e-05,2.9701980264269013e-07,1.6145717863670491e-09,1.6152805860758793e-09,1.6160084157152945e-09,1.6178104394754305e-09,1.6202433937195016e-09,1.62369023852546e-09,1.628604948050855e-09,1.6358291439238628e-09,1.6481782435880115e-09,1.6636847581548712e-09,1.6904825290407913e-09,1.7326428377239891e-09,1.7972878739563463e-09,1.9016327277398185e-09,2.0624451745094481e-09,2.4287743684221641e-09,2.6310284155794283e-09,2.9051154807426433e-09,3.6394995994512922e-09,4.9772321997013779e-09,1.3021740696286516e-08,3.6709353948698174e-08,3.4943358627466614e-08,7.0409151426445206e-08,2.4961983860924007e-07,3.1578611846916996e-07,2.0445940956440208e-07,1.5036716629672161e-06,6.9575287990019467e-07,1.531808308855481e-06,4.036889291209991e-06,3.3582017843803322e-06,3.090330820689256e-06,3.8075985013912862e-06,5.0625425256787963e-06,1.8104730310465305e-05,9.3122473871138713e-06,3.4602142628387653e-06,1.8240067933494828e-06,1.3704584778423602e-06,2.9451971327156944e-07,4.7363829224423884e-09,,,,,,,,,
1278,,2009,0710,1817,IS_KRMI__SHN,,,,IS,3.1,,,,,,,34.4643,32.8251,,,,,,,,514.132223,,,,,,,,30.1178,34.7257,,,,,,,,,,,,0.33437741754973815,14.845846604961229,,,0.00011981100786241689,5.573081197564314e-07,4.3056822684726971e-08,6.6636737696878885e-10,6.6642633532954157e-10,6.6651487445411023e-10,6.6656145646808004e-10,6.6494041397606442e-10,6.7320217661211585e-10,6.70095694124838e-10,6.5528212198035462e-10,6.5669544529208481e-10,6.6802718119980001e-10,6.5554770544881702e-10,6.7574748662930803e-10,7.4346679317434054e-10,6.8654795546944988e-10,4.6832924049545854e-10,8.8594989096291966e-10,2.0064155586660131e-09,4.4974077427028134e-09,3.0901973424203847e-09,8.2785339094416657e-09,3.1023756232549999e-08,4.5535696708389417e-08,7.7221016352017488e-08,2.3038185663895395e-08,4.498849972360405e-08,2.3417739533754554e-07,1.8548269257420826e-07,1.1766234266515704e-07,2.7052632123253762e-07,1.7455753153206831e-07,2.5311848747379285e-07,1.0041762619133839e-07,2.4562177517147889e-07,9.5373871679807772e-08,2.0366317124435e-07,6.4055499247703356e-07,5.8087848591592323e-08,1.4112279228207327e-07,1.3697996071364062e-07,6.8401421056037301e-08,5.2123789616042205e-09,1.9928466153286807e-10,,,,,,,,,
1279,,2009,0710,1817,IS_MMC1__BHZ,,,,IS,3.1,,,,,,,34.4643,32.8251,,,,,,,,286.994793,,,,,,,,33.03052,35.40368,,,,,,,,,,,,0.14233325773169231,16.83269208676716,,,0.0053921304141938357,1.4569452801427913e-05,5.7249468472546668e-07,3.6244173844273143e-09,3.6245419124471042e-09,3.6246664404668946e-09,3.6248734173494342e-09,3.625291419037281e-09,3.6257189881906144e-09,3.6264620887189209e-09,3.627481678282369e-09,3.6291012373131937e-09,3.6309617649565262e-09,3.6349583982425488e-09,3.6411308452643129e-09,3.6325582587465643e-09,3.7282912528835638e-09,3.4706379359877508e-09,3.6415533585594738e-09,5.9642936430660425e-09,5.4350485750303606e-09,4.6351469643490851e-09,7.9365374567556924e-09,2.7192057000565422e-08,6.6144654237768994e-08,3.3107107449273155e-08,1.7992005000113535e-07,7.5260644160610834e-08,8.9027545800722264e-07,1.0807450247288555e-06,1.2064876653132496e-06,4.9263138821314975e-06,9.528725619118296e-07,4.4425568022567054e-06,6.4217769333567848e-06,3.1785022938698121e-06,3.4086067729787367e-05,1.9255231012736465e-05,1.684742026782295e-05,2.8575470272905341e-05,1.8830486422171982e-05,3.4679069363143077e-06,2.7358338353723592e-06,2.6509684137328336e-06,9.4741530474433077e-10,,,,,,,,,
1280,,2009,0710,1817,IS_MMB3__BHZ,,,,IS,3.1,,,,,,,34.4643,32.8251,,,,,,,,286.412419,,,,,,,,33.01954,35.38714,,,,,,,,,,,,0.3024113250707598,17.699990091094229,,,0.0081763952639169364,2.017413801451821e-05,5.6654789142289218e-07,1.4193204393195962e-10,1.4230941189613485e-10,1.4275899901048447e-10,1.436989638295234e-10,1.4505916583261769e-10,1.4680449916688055e-10,1.4936812376207737e-10,1.5300179829613286e-10,1.588393059959952e-10,1.6572969008573429e-10,1.7700084190931003e-10,1.9273269355973165e-10,2.1406843222709744e-10,2.4533840351047817e-10,2.853466587455422e-10,3.0753145320137319e-10,3.6147812730545204e-10,3.3005420217694758e-10,7.6576501368557181e-10,3.4159056051302464e-09,1.7722126883008394e-08,5.0995095024438662e-08,4.1844758201558409e-08,5.6216593051424534e-08,6.1739402719210378e-08,4.0653414551367442e-07,1.2258166145382198e-07,3.2252537979564593e-06,2.339785285454954e-06,1.7285842314885673e-06,8.0232720050185804e-06,2.5182231593649299e-06,3.5808326621376799e-06,8.7628785034803177e-06,2.2258204124760442e-05,2.7319060186467332e-05,1.2397740990850411e-05,2.8336291703194013e-06,1.1365230027140761e-05,7.5637250094497369e-06,7.6538938221814822e-06,9.9234192331894287e-10,,,,,,,,,
1281,,2009,0710,1817,IS_MMB2__BHZ,,,,IS,3.1,,,,,,,34.4643,32.8251,,,,,,,,287.657418,,,,,,,,33.00971,35.39526,,,,,,,,,,,,0.10796909150860352,16.83269208676716,,,0.0027177033008762637,8.7304411291963828e-06,2.6711819233687017e-07,4.4884049168979153e-10,4.4891633045978372e-10,4.4899216922977591e-10,4.4916548195359985e-10,4.4942136681219702e-10,4.4975462435000607e-10,4.5022594767070557e-10,4.5097163000756097e-10,4.5218774927881041e-10,4.5346667977775785e-10,4.5724816844535252e-10,4.6266679181920817e-10,4.4677908097370896e-10,5.7340669268509106e-10,2.4603878830118722e-10,1.0733320048915432e-09,2.6948929535162729e-09,2.0520702438967149e-09,1.950467801762352e-09,8.5770028901646775e-09,2.6778348295744626e-08,3.7179700589744244e-08,2.4354246954596219e-08,8.7976463786528224e-08,1.9256999991411399e-07,2.0041152819888449e-07,5.8166058836627552e-07,5.1586622079166418e-07,3.2207210710342373e-06,4.4427487330296524e-06,2.9719762054995475e-06,5.6090473244591996e-06,1.67910699997852e-06,9.1176250214130698e-06,7.1921225362339977e-06,9.4141677618757735e-06,1.1196721587444049e-05,8.3153102105493096e-06,4.4155126933891359e-06,1.5320316463086011e-06,2.0631478572261473e-06,2.4588652326707941e-10,,,,,,,,,
1282,,2009,0710,1817,IS_HNTI__SHE,,,,IS,3.1,,,,,,,34.4643,32.8251,,,,,,,,266.120762,,,,,,,,33.0827,35.1741,,,,,,,,,,,,0.29490920546268229,18.15025559744506,,,5.1894163536031466e-05,2.2293657179808663e-07,1.4664228173399944e-08,9.1137632156303387e-11,9.123207386727392e-11,9.1250503814998486e-11,9.1082924279903268e-11,9.1160950441066058e-11,9.2027702994428179e-11,9.6142932671264657e-11,9.8895690478959969e-11,8.8809936407017907e-11,8.9314114477375531e-11,8.7274680730074455e-11,1.0659425027991179e-10,9.7668119132381407e-11,9.5876327399067563e-11,1.2410439726259967e-10,1.920833145734751e-10,2.060984212335026e-10,3.6921906617228798e-10,1.9463383474209884e-10,8.8140716117701445e-10,1.6368780351376837e-09,1.3054830505544545e-09,1.6589794754609282e-09,6.2517363507989281e-09,1.6659180536826921e-08,2.5050979161557407e-08,3.9711368389210292e-08,1.4265958380250866e-07,2.4249976010639671e-08,1.6150496882639989e-07,1.4222018277298073e-07,3.1896693236498636e-08,1.6375743371316464e-07,1.6943010203042381e-07,1.7061850127007033e-07,8.9179516459972864e-08,4.131151979845246e-08,4.3261366208345862e-08,4.5701398281536488e-08,3.2020427639154471e-08,4.8331959748358338e-09,1.1436592439252183e-11,,,,,,,,,
1283,,2009,0710,1817,IS_PRNI__SHZ,,,,IS,3.1,,,,,,,34.4643,32.8251,,,,,,,,499.962376,,,,,,,,30.3522,35.0052,,,,,,,,,,,,0.27350115387935653,14.477555778261765,,,0.00050939342242673901,1.7543045507804689e-06,1.3795905062746522e-07,5.7461405382641725e-10,5.7511583030969922e-10,5.7515539738760676e-10,5.7546436283151108e-10,5.7627063719213001e-10,5.714925911642405e-10,5.7692847158087316e-10,5.9273638951728739e-10,5.8417602989328878e-10,6.1867552479263481e-10,5.7359072896412071e-10,6.2413046569583777e-10,7.7223599491169657e-10,1.1147575839983834e-09,1.8506674978500244e-09,5.7864640113497687e-09,9.8920977881517957e-09,3.7613833911485013e-08,2.8948285044059137e-08,7.9467441079405783e-08,2.4195580167249651e-07,4.4687855103026668e-08,7.1905132801510283e-08,1.9950727117245778e-07,4.8526706548186677e-07,6.1990465136981344e-07,5.8379181331410764e-07,7.3163626342670487e-07,3.566416427479875e-07,1.4362627647820443e-06,4.594564433675966e-07,1.6455753450427349e-06,1.7321373919704223e-06,2.1081543718599758e-06,5.7259118317776513e-07,1.9195994548450006e-06,1.6231841322618018e-06,4.2884438194267417e-07,4.2388026794436616e-07,3.4352475300095935e-07,1.7760766069015326e-08,2.0870417767245138e-10,,,,,,,,,
1284,,2009,0710,1817,IS_KRMI__SHE,,,,IS,3.1,,,,,,,34.4643,32.8251,,,,,,,,514.132223,,,,,,,,30.1178,34.7257,,,,,,,,,,,,0.42986705277582427,13.768156780330239,,,0.00023491922130975396,8.1037766113554821e-07,5.6716027378673605e-08,2.0251341836282782e-11,2.0592215620829522e-11,2.0992077299045114e-11,2.1680086432356832e-11,2.2764628068656485e-11,2.4011879760556935e-11,2.5793068183497514e-11,2.8174070175632679e-11,3.1693582706221574e-11,3.5541819192463394e-11,4.1254077250735641e-11,4.8496374982719985e-11,5.7558396823092464e-11,6.9907960433027014e-11,8.3824114006163592e-11,1.0876299917950706e-10,1.4586964922522901e-10,1.6933476274291427e-10,2.2132106237028869e-10,2.8981692877346839e-10,9.2943281338673124e-10,2.328101722818881e-09,1.0534843130839655e-08,1.2169680268629344e-08,3.5907369284677715e-08,1.5610138273895359e-08,2.0323238821419431e-08,1.2471986167219417e-07,1.6025507012686575e-07,2.5253166653489861e-07,6.1287392336805429e-07,3.3674921818236859e-07,8.919586378038695e-07,8.4880855127270218e-07,6.1800914539113407e-07,1.0413953843901868e-07,5.7743587712156224e-07,9.4135205811341578e-08,7.9036107477174183e-08,4.2702515786227744e-08,4.1796173416176127e-09,1.7146825374483256e-10,,,,,,,,,
1285,,2009,0710,1817,IS_HMDT__SHZ,,,,IS,3.1,,,,,,,34.4643,32.8251,,,,,,,,351.180559,,,,,,,,32.2529,35.526,,,,,,,,,,,,0.28045867955622106,14.845846604961229,,,1.0300410885087357e-05,3.9874331328945113e-08,3.4679554029022979e-09,1.0795200596797575e-11,1.0726043402179046e-11,1.0610544674222136e-11,1.0373718049880331e-11,9.7828697650147851e-12,1.0497856402071439e-11,1.1018838463606439e-11,1.0422735968704928e-11,1.1990669950516199e-11,1.4689598326132791e-11,9.3224764881138343e-12,9.9592728907288618e-12,1.0263240604342866e-11,1.1483135943049855e-11,1.4391483542587974e-11,8.7388678699221375e-11,2.2329372462989177e-10,2.4549854923187634e-10,8.6094267954201444e-11,3.6333248792144086e-10,8.9042360163498578e-10,1.4979422684257135e-09,5.0593248667795433e-09,4.289992017117141e-09,4.9454734444913321e-09,2.2942601564544992e-08,3.3487950134658121e-09,1.8002242953301491e-08,1.1791174838822472e-08,3.9079077972764205e-08,4.1341825502681028e-08,7.2806574083087786e-09,3.0689883127003754e-08,2.472558187160366e-08,1.5391032682945082e-08,1.8032766675256887e-08,1.2170652448056186e-08,2.0822581701050441e-08,1.3276413636372952e-08,1.1979564735844422e-08,9.4361701432685942e-09,5.936437673688973e-13,,,,,,,,,
1286,,2009,0710,1817,IS_MBRI__SHZ,,,,IS,3.1,,,,,,,34.4643,32.8251,,,,,,,,554.199236,,,,,,,,29.79329,34.9152,,,,,,,,,,,,0.27350115387935653,13.768156780330239,,,1.0511161272095868e-09,5.8631788970628451e-12,5.7945511797106147e-13,1.1254334599645371e-14,1.1247751187813376e-14,1.1243453629152848e-14,1.1276110294156811e-14,1.1199284047397321e-14,1.1358344800876943e-14,1.1130581013638033e-14,1.1301468744256942e-14,1.1088529310234146e-14,1.1121654682029677e-14,1.1550076956000118e-14,1.2174187085278362e-14,1.5508933145055183e-14,1.1915455145029636e-14,1.4184770639360422e-14,1.7941461275288988e-14,5.1170644639702904e-14,5.7819840853875505e-14,9.5120238741569739e-14,9.4160894542403949e-14,4.1956358339175708e-13,5.3596881799957362e-13,8.6624091752293822e-13,6.159203897812384e-13,1.0039707524564512e-12,5.6517705081040025e-13,7.774628959671864e-13,3.8524828247340325e-12,2.4892706225240997e-12,1.3653240103538052e-12,4.5078449757292291e-12,7.6114505083207929e-13,6.3882319811129456e-13,3.1512269892484098e-12,9.5278960981293327e-13,1.493753301031671e-12,1.5631295793834797e-12,5.6560525867787389e-13,1.9359457909591117e-13,2.4728025184007259e-13,3.0247502438944945e-14,1.3291916681077001e-15,,,,,,,,,
1287,,2009,0710,1817,IS_HNTI__SHN,,,,IS,3.1,,,,,,,34.4643,32.8251,,,,,,,,266.120762,,,,,,,,33.0827,35.1741,,,,,,,,,,,,0.28759319594357236,14.845846604961229,,,6.1995629458212582e-05,2.2495586888523913e-07,1.3124488502603103e-08,1.5010979269779236e-11,1.506083944284352e-11,1.5101107338241766e-11,1.5126233816280075e-11,1.5445321620727695e-11,1.6793146814656214e-11,1.6378860126585366e-11,1.5583579745972018e-11,2.008453834545369e-11,1.5361899480610357e-11,1.740860309473893e-11,3.1036148366210334e-11,2.0506272254352198e-11,3.4284562227444574e-11,4.1853311664586878e-11,7.0978990514409737e-11,7.2646824004597603e-11,1.0991159074104902e-10,5.9037323376689427e-11,2.6862328381286942e-10,3.581589607703881e-10,1.1446351661160372e-09,1.9237532899383185e-09,2.730841490130543e-09,3.3897858714103816e-09,5.9330725376592371e-09,1.6698119238632054e-08,6.8347985440472653e-08,7.3445065670930593e-08,1.7220522672432543e-07,3.7121105946383449e-08,1.6565758222364661e-07,1.6901543232067769e-07,2.3922139648410398e-07,2.4313250490813781e-07,1.8912022800383078e-07,3.4570692503274142e-08,4.211254140558206e-09,2.977647018960399e-08,2.0455270764867635e-08,1.2370188220974855e-08,1.6019575983747178e-11,,,,,,,,,
1288,,2009,0710,1817,IS_MMLI__BHN,,,,IS,3.1,,,,,,,34.4643,32.8251,,,,,,,,329.83044,,,,,,,,32.438,35.422,,,,,,,,,,,,0.075956219065782843,16.415112257931984,,,0.0022197218195253525,8.558804343472156e-06,4.9925563017108754e-07,5.1246302731210299e-11,5.3936002193464494e-11,5.6780140244504185e-11,6.1632701064207439e-11,6.9146014756221597e-11,7.95257560674469e-11,1.0611935486090342e-10,1.0982949709729757e-10,1.0547055644531396e-10,3.0224834855143765e-10,5.1439856292677263e-10,2.1618817889574665e-09,3.1090860536825808e-09,3.9889612549175451e-09,6.7534226800542659e-09,5.5833102977688779e-08,2.0465530478607502e-08,1.9885969465048901e-08,7.6531374719321997e-08,3.9105083518708361e-08,1.6178186540243438e-07,2.068234829134105e-07,2.2924700632865343e-07,7.6526067735604297e-07,1.0284809180642466e-06,2.5056404312172625e-07,7.2999853613411674e-07,8.750510340403278e-07,1.7296992578717213e-06,3.7532036777588827e-06,3.2380228836195227e-06,2.0165983357672076e-06,6.1258410243386976e-06,2.5155895113140225e-06,6.528370674405817e-06,6.390025084863366e-06,4.9967210858756052e-06,5.835104179813589e-06,7.2232888536558289e-06,1.4099496014407791e-06,1.5247322556132281e-06,1.4018812094899703e-10,,,,,,,,,
1289,,2009,0825,0636,IS_MMLI__BHZ,,,,IS,3.8,,,,,,,34.6933,33.0541,,,,,,,,333.011918,,,,,,,,32.438,35.422,,,,,,,,,,,,0.17401399034959145,16.007891610655562,,,0.00044788347005964555,1.6071525421363495e-06,2.1654662749588359e-07,2.3992321866976843e-09,2.4040019433655427e-09,2.4093512017118517e-09,2.4189807758774898e-09,2.4350400985233225e-09,2.4552393545834989e-09,2.4815057483341028e-09,2.5263809165268019e-09,2.5823041900204677e-09,2.4878101704834089e-09,3.1092803079198333e-09,3.9281923367053776e-09,5.0212532991653793e-09,1.1059034234730658e-08,1.408040202312082e-08,2.7741698750209442e-08,9.2472149515432724e-08,1.429296096083059e-07,7.3534205304511816e-08,1.7005395875481195e-07,9.74609684157348e-08,2.6784287866239269e-07,1.9490157547283825e-07,7.3005607001859571e-08,2.0849199121618079e-07,2.9597425484913771e-07,2.038224971023509e-07,2.2305634571276686e-07,5.5693931726743109e-07,4.07141474081462e-07,3.193929131697618e-07,3.2629615874244364e-07,5.0306553015806821e-07,1.2441781463327212e-07,3.0253688358789436e-07,1.6279996316527945e-06,3.8150814079504319e-07,4.1483873279660593e-07,6.8803787281292565e-07,2.0137016526208809e-07,5.3925463908063398e-08,3.1478525886983092e-10,,,,,,,,,
1290,,2009,0825,0636,IS_MMLI__BHE,,,,IS,3.8,,,,,,,34.6933,33.0541,,,,,,,,333.011918,,,,,,,,32.438,35.422,,,,,,,,,,,,0.13200100066035986,15.610773157806022,,,0.00057893940180453994,1.9338804381711017e-06,2.0333272992647162e-07,1.0370220258341376e-09,1.0413960562324348e-09,1.046554149115602e-09,1.0554003607770223e-09,1.0686094581938201e-09,1.0913327963309389e-09,1.1148013661712943e-09,1.1316728771119552e-09,1.1204770852325626e-09,1.4351975834473353e-09,2.7351008712012339e-09,3.7386197283210032e-09,1.4724079455753746e-08,2.1292022407283028e-08,2.9207216523565108e-08,1.3667053535315747e-07,1.4904832775738726e-07,1.7588703758487399e-07,3.0650033433658113e-07,3.8522887547248489e-07,2.4735855523124509e-07,1.6465979433471668e-07,3.1135976551543887e-07,1.2731401871124384e-07,2.7572900619354381e-08,2.8098872691454646e-07,6.0897798379254478e-07,3.9099608967072028e-07,1.553368254887656e-07,1.0296665885931344e-06,1.4419299543292925e-06,5.1341869075021334e-07,9.5304586951260282e-07,9.2690189457399512e-07,1.1136893890066867e-06,1.3909856110185823e-06,1.851594624197739e-06,1.3690440801575951e-06,6.1154229641065142e-07,5.6465228411941088e-07,1.5683017641321545e-07,3.0841274830261077e-10,,,,,,,,,
1291,,2009,0825,0636,IS_MMLI__BHN,,,,IS,3.8,,,,,,,34.6933,33.0541,,,,,,,,333.011918,,,,,,,,32.438,35.422,,,,,,,,,,,,0.10796909150860352,17.260894621722816,,,0.0007197775600016953,2.478855119946315e-06,2.0689477182444707e-07,4.8110025075448773e-09,4.812365072847325e-09,4.8141740096147059e-09,4.817075209379105e-09,4.820551578188301e-09,4.8261884977369929e-09,4.8450420298278126e-09,4.8361957357296652e-09,4.3880987489513395e-09,4.8538578927344618e-09,7.408561756783707e-09,5.536198035082194e-09,3.0134690945332972e-08,1.0942864950575766e-08,2.1794766354093149e-08,3.5043194149867452e-08,7.9384857578425886e-08,1.1328465928985878e-07,1.1007787919442503e-07,1.7453310943998784e-07,1.8114406397204274e-07,1.3785844989466021e-07,1.4299050321392755e-07,3.2810500255014644e-07,2.355881265175441e-07,2.7385820565908639e-07,1.0265331094836333e-07,6.3143581856431338e-07,2.6404871843044297e-07,6.0020521235130876e-07,4.5944884774547343e-07,9.9718897115503125e-07,1.12967763484787e-06,1.7991036637083973e-06,1.4696256856159215e-06,1.2400981458134724e-06,4.519700249658619e-07,9.5287570570593788e-07,3.9459965236525009e-07,5.0010212786103543e-07,3.0242240554105518e-07,4.7291492774293111e-10,,,,,,,,,
1292,,2009,0814,1834,IS_MZDA__SHN,,,,IS,2.9,,,,,,,29.9412,34.3838,,,,,,,,178.490807,,,,,,,,31.3106,35.3629,,,,,,,,,,,,0.44080233043335432,9.6858936009058958,,,7.3643930828132243e-07,2.6595958754422704e-09,2.2074753555590959e-09,2.8394096430897717e-11,2.8396789986853132e-11,2.8400256067678828e-11,2.8406059205514518e-11,2.8415877523679039e-11,2.8427967726167828e-11,2.8446264382353715e-11,2.8473070938998866e-11,2.8517206308290051e-11,2.8571618092125633e-11,2.8663842473078046e-11,2.880974341689252e-11,2.9027405281268912e-11,2.9396770472065332e-11,2.9902215970472762e-11,3.114459829207341e-11,3.2896658003967004e-11,3.6535823620572173e-11,4.2172542586189485e-11,3.9533698311142624e-11,5.6811019445162229e-11,7.1037712700078151e-11,4.0645732903074564e-11,9.676965134637576e-11,1.986776429805507e-10,4.5601368011652376e-10,2.1206906708145328e-10,1.8459561867395833e-10,7.1237607774145053e-10,5.5105358536199876e-10,3.7104595955131141e-10,1.7478572032207437e-09,2.5315287450782239e-09,6.4177372282887681e-10,1.6673879580653412e-09,2.4917279499311722e-09,1.1397693079374972e-09,1.6683392577088347e-09,5.6298662782105729e-10,2.6621997257998399e-10,1.1343953164155079e-11,2.1600027695309646e-12,,,,,,,,,
1293,,2009,0814,1834,IS_MMA0__BHZ,,,,IS,2.9,,,,,,,29.9412,34.3838,,,,,,,,354.325041,,,,,,,,33.01518,35.40311,,,,,,,,,,,,0.15737845512441853,11.261546290434179,,,6.1003948677270738e-06,1.998808970633136e-08,1.2987089773918457e-09,1.8583897308531143e-11,1.8590810958804428e-11,1.8598794187546105e-11,1.8613628253588914e-11,1.8637678009254665e-11,1.8666811225800357e-11,1.8711978874414432e-11,1.8777701472765085e-11,1.889330913480207e-11,1.9029144893907758e-11,1.9263856712183007e-11,1.9209024438915881e-11,2.1758383446247233e-11,1.9197716047748757e-11,4.1321371644130379e-11,2.7218376221455377e-10,2.0438390659002671e-10,2.2252555254775404e-10,9.0173096929090596e-10,9.5211698422987079e-10,1.3674431359989405e-09,1.7463176871227661e-09,5.8253271385724189e-09,4.5373450271233113e-09,4.1196498091711548e-09,7.842137800703025e-09,2.4985059540234332e-09,1.4680509694711265e-09,5.7904365688343569e-09,4.6598951494284477e-09,7.4321037982701627e-09,1.2474456357003396e-08,3.5793269810056059e-08,2.2403861065560481e-08,3.0866670557044966e-08,5.305671351733575e-08,9.1285218407756201e-09,1.3870089230437642e-08,2.4350054115839209e-09,7.3174776547137875e-09,4.3077351564389026e-10,1.1734285440118103e-11,,,,,,,,,
1294,,2009,0814,1834,IS_DSI__SHE,,,,IS,2.9,,,,,,,29.9412,34.3838,,,,,,,,207.042074,,,,,,,,31.5933,35.3922,,,,,,,,,,,,0.32608229374737568,17.260894621722816,,,0.00034899421365780687,7.6833148072762086e-07,2.1067783828803522e-07,3.1143178813166665e-09,3.1157577055623856e-09,3.1166617285053197e-09,3.1161739760836666e-09,3.1169383172833674e-09,3.1360306600265794e-09,3.1412694532239398e-09,3.1468670314997456e-09,3.1445144137859862e-09,3.1335681219909537e-09,2.9787901984362612e-09,3.2915878576403438e-09,3.5253257274297423e-09,3.4128713888285611e-09,3.4747487346351679e-09,2.8866762622416145e-09,5.3615840801479326e-09,1.145874997385757e-08,1.6028483876828577e-08,1.728771717678173e-08,2.1862098299249609e-08,4.8914288013606859e-08,1.8461869347817223e-08,5.4470010136685396e-08,8.9216717404313684e-08,9.2183124570179393e-08,1.1725513726295282e-07,2.1686780545817311e-07,1.5222300833495471e-07,2.8916225629427757e-07,2.6183793013597396e-07,1.3670381209791305e-07,3.1377500908798792e-07,6.6597106354895826e-07,4.1222988886750615e-07,6.3743311816590611e-07,2.0403347961096987e-07,1.2964438914164483e-06,5.6877209198704404e-07,6.495288502482693e-07,2.2961233015777088e-07,4.1344330038605392e-10,,,,,,,,,
